platform,komentar,clean,stopword,stemming
YouTube,keren wajib nonton ini haha,keren wajib nonton ini haha,keren wajib nonton haha,keren wajib nonton haha
YouTube,Itu musuhnya spiderman ko ada disini,itu musuhnya spiderman ko ada disini,musuhnya spiderman ko,musuh spiderman ko
YouTube,1 February lama banget 😭, february lama banget ,february banget,february banget
YouTube,Mamat msh jd aparat sebelum buka Mamat gunshop 😂,mamat msh jd aparat sebelum buka mamat gunshop ,mamat msh jd aparat buka mamat gunshop,mamat msh jd aparat buka mamat gunshop
YouTube,"Kirain film ""agak laen"" Kirain ber thema tentang batak atau medan.",kirain film agak laen kirain ber thema tentang batak atau medan,kirain film laen kirain ber thema batak medan,kirain film laen kirain ber thema batak medan
YouTube,"Omak,  betuln dibuat film samaa ko ernes",omak  betuln dibuat film samaa ko ernes,omak betuln film samaa ko ernes,omak betuln film samaa ko ernes
YouTube,Omak jelas ah 🙌,omak jelas ah ,omak ah,omak ah
YouTube,nt agak laen :),nt agak laen ,nt laen,nt laen
YouTube,"Ada si lae itu pulak, males kali akuuuu",ada si lae itu pulak males kali akuuuu,si lae pulak males kali akuuuu,si lae pulak males kali akuuuu
YouTube,"Woeeyy akhirnya jadi juga pilem agak laen ini 😭😭😭

Dari episode agak laen bareng ko Ernest, mereka minta dibuatin film berempat walau setengah bercanda setengah serius. dgn agak gak yakin tp akhirnya mau, ko Ernest mengiyakan. Dan TARAAAA MAKJRENGGG!!! JADI JUGA BJIRR 😭👍🏼","woeeyy akhirnya jadi juga pilem agak laen ini 

dari episode agak laen bareng ko ernest mereka minta dibuatin film berempat walau setengah bercanda setengah serius dgn agak gak yakin tp akhirnya mau ko ernest mengiyakan dan taraaaa makjrenggg jadi juga bjirr ",woeeyy pilem laen episode laen bareng ko ernest dibuatin film berempat bercanda serius dgn gak tp ko ernest mengiyakan taraaaa makjrenggg bjirr,woeeyy pilem laen episode laen bareng ko ernest dibuatin film empat canda serius dgn gak tp ko ernest iya taraaaa makjrenggg bjirr
YouTube,GK nyangka ko Ernest nepatin janjinya.. 😂😂😂😂😂,gk nyangka ko ernest nepatin janjinya ,gk nyangka ko ernest nepatin janjinya,gk nyangka ko ernest nepatin janji
YouTube,🔥🍿🔥,,,
YouTube,Boris jadinya makin sereeemmm... hahaha,boris jadinya makin sereeemmm hahaha,boris sereeemmm hahaha,bor sereeemmm hahaha
YouTube,Pliis cepet keluarrrrr pengen banget nntn😭,pliis cepet keluarrrrr pengen banget nntn,pliis cepet keluarrrrr pengen banget nntn,pliis cepet keluarrrrr ken banget nntn
YouTube,fix nonton,fix nonton,fix nonton,fix nonton
YouTube,Jahh mamat nyamar jdi polisi,jahh mamat nyamar jdi polisi,jahh mamat nyamar jdi polisi,jahh mamat nyamar jdi polisi
YouTube,Gua tunggu❤,gua tunggu,gua tunggu,gua tunggu
YouTube,"setane Batak..
wkwkwkwkwk","setane batak
wkwkwkwkwk",setane batak wkwkwkwkwk,setane batak wkwkwkwkwk
YouTube,kenapa jadi full cerita hantu dah 😅😅😅,kenapa jadi full cerita hantu dah ,full cerita hantu dah,full cerita hantu dah
YouTube,"Pak Arif Didu akting ketakutannya keren, jeleknya dapet banget",pak arif didu akting ketakutannya keren jeleknya dapet banget,arif didu akting ketakutannya keren jeleknya dapet banget,arif didu akting takut keren jelek dapet banget
YouTube,"YANG AWALNYA CANDAAN DAN TIBA TIBA DEAL BIKIN FILM DAN AKAN SEGERA PREMIER DI BIOSKOP KEREN KALI ABANG ABANG AWAK INI EMG CONGRATS ABANG""🔥🔥 BTW TUTOR CEPETIN TANGGALAN GIMNA GUYS BIAR BISA CEPET"" KE TANGGAL 1 FEBRUARI 😅",yang awalnya candaan dan tiba tiba deal bikin film dan akan segera premier di bioskop keren kali abang abang awak ini emg congrats abang btw tutor cepetin tanggalan gimna guys biar bisa cepet ke tanggal  februari ,candaan deal bikin film premier bioskop keren kali abang abang awak emg congrats abang btw tutor cepetin tanggalan gimna guys biar cepet tanggal februari,canda deal bikin film premier bioskop keren kali abang abang awak emg congrats abang btw tutor cepetin tanggal gimna guys biar cepet tanggal februari
YouTube,Bagus euy,bagus euy,bagus euy,bagus euy
YouTube,Di netflix ada ?,di netflix ada ,netflix,netflix
YouTube,angin duduk hahaha.....,angin duduk hahaha,angin duduk hahaha,angin duduk hahaha
YouTube,Inimah kosan pasukan bermarga + bapak bapak titik kumpul 🤣,inimah kosan pasukan bermarga  bapak bapak titik kumpul ,inimah kosan pasukan bermarga titik kumpul,inimah kosan pasu marga titik kumpul
YouTube,Top markotop Ernest telah mewujudkan janji nya membuatkan film untuk Agak Laen.,top markotop ernest telah mewujudkan janji nya membuatkan film untuk agak laen,top markotop ernest mewujudkan janji nya membuatkan film laen,top markotop ernest wujud janji nya buat film laen
YouTube,Tinggal di kampung yg ga ada bioskopnya padahal pengen banget nonton,tinggal di kampung yg ga ada bioskopnya padahal pengen banget nonton,tinggal kampung yg ga bioskopnya pengen banget nonton,tinggal kampung yg ga bioskop ken banget nonton
YouTube,Gajelas kontlo,gajelas kontlo,gajelas kontlo,gajelas kontlo
YouTube,"Baru trailer aja udah ngakak ngakak😂, ga sabar nonton di bioskop🥰",baru trailer aja udah ngakak ngakak ga sabar nonton di bioskop,trailer aja udah ngakak ngakak ga sabar nonton bioskop,trailer aja udah ngakak ngakak ga sabar nonton bioskop
YouTube,Ngapaaaaa dah lu???,ngapaaaaa dah lu,ngapaaaaa dah lu,ngapaaaaa dah lu
YouTube,"Paten kali, ud pasti lucu ini mahhh",paten kali ud pasti lucu ini mahhh,paten kali ud lucu mahhh,paten kali ud lucu mahhh
YouTube,Premisnya unik.. gak sabar pengen nonton😅😅,premisnya unik gak sabar pengen nonton,premisnya unik gak sabar pengen nonton,premis unik gak sabar ken nonton
YouTube,Gaassss,gaassss,gaassss,gaassss
YouTube,Hantuu Batak wkwkwk,hantuu batak wkwkwk,hantuu batak wkwkwk,hantuu batak wkwkwk
YouTube,Jegel udah yakin bilang depan koh ernest 1juta penonton udah di pegang.....,jegel udah yakin bilang depan koh ernest juta penonton udah di pegang,jegel udah bilang koh ernest juta penonton udah pegang,jegel udah bilang koh ernest juta tonton udah pegang
YouTube,Bagus premisnya,bagus premisnya,bagus premisnya,bagus premis
YouTube,Akhirnya mas mas cadangan kiper dipake shooting wkwk,akhirnya mas mas cadangan kiper dipake shooting wkwk,mas mas cadangan kiper dipake shooting wkwk,mas mas cadang kiper dipake shooting wkwk
YouTube,Ada Aci Resti Bikin Nambah Pecah❗,ada aci resti bikin nambah pecah,aci resti bikin nambah pecah,aci resti bikin nambah pecah
YouTube,Agak berat ini 1 jt penonton 😢,agak berat ini  jt penonton ,berat jt penonton,berat jt tonton
YouTube,Wajib nonton,wajib nonton,wajib nonton,wajib nonton
YouTube,Sapu bersih piala citra lah ni film di ffi 2024🤣🤣,sapu bersih piala citra lah ni film di ffi ,sapu bersih piala citra ni film ffi,sapu bersih piala citra ni film ffi
YouTube,Gasss,gasss,gasss,gasss
YouTube,Kocak asli😂😂,kocak asli,kocak asli,kocak asli
YouTube,1jt garansi 😂😂,jt garansi ,jt garansi,jt garansi
YouTube,"Please bang ,, tayangin di Malaysia donk ,,",please bang  tayangin di malaysia donk ,please bang tayangin malaysia donk,please bang tayangin malaysia donk
YouTube,Siap hadir di bioskop,siap hadir di bioskop,hadir bioskop,hadir bioskop
YouTube,Tak sabar menunggu bang kaku jadi hantu,tak sabar menunggu bang kaku jadi hantu,sabar menunggu bang kaku hantu,sabar tunggu bang kaku hantu
YouTube,"Rumah hantu kan materi Yudha Keling, kenapa dia gak diajak?",rumah hantu kan materi yudha keling kenapa dia gak diajak,rumah hantu materi yudha keling gak diajak,rumah hantu materi yudha keling gak ajak
YouTube,"Kalo dulu ngeri_ngeri sedap tak bisa nonton secara langsung,kali ini harus bisa nonton ke bioskop😁,kyk ny keren kali bah😂",kalo dulu ngeringeri sedap tak bisa nonton secara langsungkali ini harus bisa nonton ke bioskopkyk ny keren kali bah,kalo ngeringeri sedap nonton langsungkali nonton bioskopkyk ny keren kali bah,kalo ngeringeri sedap nonton langsungkali nonton bioskopkyk ny keren kali bah
YouTube,Gassss lahhhh,gassss lahhhh,gassss lahhhh,gassss lahhhh
YouTube,Gak sabar banget pengen nonton,gak sabar banget pengen nonton,gak sabar banget pengen nonton,gak sabar banget ken nonton
YouTube,gassss gassss,gassss gassss,gassss gassss,gassss gassss
YouTube,Wkwk.. lucu lagi..,wkwk lucu lagi,wkwk lucu,wkwk lucu
YouTube,Kereeennnnnnn kejadian juga akhirnya 👏🏻👏🏻👏🏻 #agaklainthemovie #filmagaklain,kereeennnnnnn kejadian juga akhirnya  agaklainthemovie filmagaklain,kereeennnnnnn kejadian agaklainthemovie filmagaklain,kereeennnnnnn jadi agaklainthemovie filmagaklain
YouTube,Bahhhh😂,bahhhh,bahhhh,bahhhh
YouTube,Lucu kali abang abangku,lucu kali abang abangku,lucu kali abang abangku,lucu kali abang abang
YouTube,😂😂,,,
YouTube,Gak sabrrr nunggu tgl 1 Februari,gak sabrrr nunggu tgl  februari,gak sabrrr nunggu tgl februari,gak sabrrr nunggu tgl februari
YouTube,"gasabar buat film film agak lain selanjutnya. walaupun ini belum tayang, tapi semoga sukses, biar film format grup gini bisa ramai lagi dan meramaikan industri film Indonesia gk cuma horor drama doang",gasabar buat film film agak lain selanjutnya walaupun ini belum tayang tapi semoga sukses biar film format grup gini bisa ramai lagi dan meramaikan industri film indonesia gk cuma horor drama doang,gasabar film film tayang semoga sukses biar film format grup gini ramai meramaikan industri film indonesia gk horor drama doang,gasabar film film tayang moga sukses biar film format grup gin ramai ramai industri film indonesia gk horor drama doang
YouTube,Si nopek😂😂😂😂,si nopek,si nopek,si nopek
YouTube,Baru trailer nya aja udah ngakak 🤣🙈,baru trailer nya aja udah ngakak ,trailer nya aja udah ngakak,trailer nya aja udah ngakak
YouTube,Setannya Batak😂,setannya batak,setannya batak,setan batak
YouTube,"Angin apa yang bisa bukak kursi lipat??? 

Angin duduk 😅😅😅.. 
. 
. 
Dua kata lucu 😂😂","angin apa yang bisa bukak kursi lipat 

angin duduk  
 
 
dua kata lucu ",angin bukak kursi lipat angin duduk lucu,angin bukak kursi lipat angin duduk lucu
YouTube,"Jangan lama kali tayangnya bang, keburu abis duit awak buat beli tiket",jangan lama kali tayangnya bang keburu abis duit awak buat beli tiket,kali tayangnya bang keburu abis duit awak beli tiket,kali tayang bang keburu abis duit awak beli tiket
YouTube,Gak Sabar pengen nonton...,gak sabar pengen nonton,gak sabar pengen nonton,gak sabar ken nonton
YouTube,Jiwa warkopny maasyaallah yaa ✨,jiwa warkopny maasyaallah yaa ,jiwa warkopny maasyaallah yaa,jiwa warkopny maasyaallah yaa
YouTube,angin duduk dong😂,angin duduk dong,angin duduk,angin duduk
YouTube,Too setane batak too…🤣😂,too setane batak too,too setane batak too,too setane batak too
YouTube,Trailernya detail banget…nggak takut udh kebayang kah ?,trailernya detail bangetnggak takut udh kebayang kah ,trailernya detail bangetnggak takut udh kebayang kah,trailer detail bangetnggak takut udh bayang kah
YouTube,"Setan ' e Batak

Bye Gus nopek","setan  e batak

bye gus nopek",setan e batak bye gus nopek,setan e batak bye gus nopek
YouTube,Wajib Nonton demi minimal taruhan 1 Jt Penonton😂,wajib nonton demi minimal taruhan  jt penonton,wajib nonton minimal taruhan jt penonton,wajib nonton minimal taruh jt tonton
YouTube,1 juta aman lah wak !! sepelenya itu, juta aman lah wak  sepelenya itu,juta aman wak sepelenya,juta aman wak sepele
YouTube,Bang bene pasti dapat penghargaan akting ter tidak kaku👌,bang bene pasti dapat penghargaan akting ter tidak kaku,bang bene penghargaan akting ter kaku,bang bene harga akting ter kaku
YouTube,kacok ini balakan,kacok ini balakan,kacok balakan,kacok bala
YouTube,Akhirnya Oki main film,akhirnya oki main film,oki main film,oki main film
YouTube,Tak Sabar Mau Nonton... Walaupun Jarak  Kota Kisaran  Tepatnya Di Irian Plaza Bioskop 21 Dari Tempat Aku Tinggal sekitar 20 kilometer tidak masalah. Salam Dari Komuntias Pasukan Bermarga. Salam Kenal Dari Anak Kota Kerang Tanjungbalai Sumatera Utara.😊 Agak Laen.... Maen Kali Jang...!!!,tak sabar mau nonton walaupun jarak  kota kisaran  tepatnya di irian plaza bioskop  dari tempat aku tinggal sekitar  kilometer tidak masalah salam dari komuntias pasukan bermarga salam kenal dari anak kota kerang tanjungbalai sumatera utara agak laen maen kali jang,sabar nonton jarak kota kisaran tepatnya irian plaza bioskop tinggal kilometer salam komuntias pasukan bermarga salam kenal anak kota kerang tanjungbalai sumatera utara laen maen kali jang,sabar nonton jarak kota kisar tepat iri plaza bioskop tinggal kilometer salam komuntias pasu marga salam kenal anak kota kerang tanjungbalai sumatera utara laen maen kali jang
YouTube,Kerennn bangg,kerennn bangg,kerennn bangg,kerennn bangg
YouTube,wajib nonton ini buat semua nya,wajib nonton ini buat semua nya,wajib nonton nya,wajib nonton nya
YouTube,1 juta penonton mah bener-bener lewat sepertinya koh ernesttt, juta penonton mah benerbener lewat sepertinya koh ernesttt,juta penonton mah benerbener koh ernesttt,juta tonton mah benerbener koh ernesttt
YouTube,wkwkwkkw ngeriii kalii,wkwkwkkw ngeriii kalii,wkwkwkkw ngeriii kalii,wkwkwkkw ngeriii kali
YouTube,"Jirrr....ngakak pas nopek bilang, setane batak to... 🤣",jirrrngakak pas nopek bilang setane batak to ,jirrrngakak pas nopek bilang setane batak to,jirrrngakak pas nopek bilang setane batak to
YouTube,"Ngakak pas liat bang boris bilang ""pak, s.s.ssibuk gak?"" 😂😂😂",ngakak pas liat bang boris bilang pak ssssibuk gak ,ngakak pas liat bang boris bilang ssssibuk gak,ngakak pas liat bang bor bilang ssssibuk gak
YouTube,Ada ms nopekkkkk pasti nontonnnnnnnn✌️💃💃,ada ms nopekkkkk pasti nontonnnnnnnn,ms nopekkkkk nontonnnnnnnn,ms nopekkkkk nontonnnnnnnn
YouTube,lama bgttttttttttttt,lama bgttttttttttttt,bgttttttttttttt,bgttttttttttttt
YouTube,Wiii kereeeen,wiii kereeeen,wiii kereeeen,wiii kereeeen
YouTube,"Meskipun bang Dem Dem, berperan jadi hantu. tetap kena cahaya-cahaya itu",meskipun bang dem dem berperan jadi hantu tetap kena cahayacahaya itu,bang dem dem berperan hantu kena cahayacahaya,bang dem dem peran hantu kena cahayacahaya
YouTube,awas aja klo gak lucu 😡,awas aja klo gak lucu ,awas aja klo gak lucu,awas aja klo gak lucu
YouTube,Wajib nonton full ketawa 😂,wajib nonton full ketawa ,wajib nonton full ketawa,wajib nonton full ketawa
YouTube,""" juhhhh setanne batak too""", juhhhh setanne batak too,juhhhh setanne batak too,juhhhh setanne batak too
YouTube,sangat ditunggu 🔥🔥🔥🔥,sangat ditunggu ,ditunggu,tunggu
YouTube,Menit brp?,menit brp,menit brp,menit brp
YouTube, @sakafathi  nonton aja bang, sakafathi  nonton aja bang,sakafathi nonton aja bang,sakafathi nonton aja bang
YouTube,Film sampahhhb,film sampahhhb,film sampahhhb,film sampahhhb
YouTube,"Dari trailer nya menjanjikan nih film, mantapp gak sabar nunggu",dari trailer nya menjanjikan nih film mantapp gak sabar nunggu,trailer nya menjanjikan nih film mantapp gak sabar nunggu,trailer nya janji nih film mantapp gak sabar nunggu
YouTube,Trailernya ditonton ulang ulang karena lucu banget😂😂😂😂,trailernya ditonton ulang ulang karena lucu banget,trailernya ditonton ulang ulang lucu banget,trailer tonton ulang ulang lucu banget
YouTube,Wiii kerennn,wiii kerennn,wiii kerennn,wiii kerennn
YouTube,Oki mantap,oki mantap,oki mantap,oki mantap
YouTube,harusnya sih full gerrr komedy dar der dor terkekeh-kekeh dah gak sabar mau ke 21 kalau dah rilis.,harusnya sih full gerrr komedy dar der dor terkekehkekeh dah gak sabar mau ke  kalau dah rilis,sih full gerrr komedy dar der dor terkekehkekeh dah gak sabar dah rilis,sih full gerrr komedy dar der dor terkekehkekeh dah gak sabar dah rilis
YouTube,Ahahah gokil,ahahah gokil,ahahah gokil,ahahah gokil
YouTube,Ya ampuunn pengen x ku nonton. Syg x Aceh g pny bioskop 😭,ya ampuunn pengen x ku nonton syg x aceh g pny bioskop ,ya ampuunn pengen x ku nonton syg x aceh g pny bioskop,ya ampuunn ken x ku nonton syg x aceh g pny bioskop
YouTube,Fresh ni ceritanya bagus keknya,fresh ni ceritanya bagus keknya,fresh ni ceritanya bagus keknya,fresh ni cerita bagus kek
YouTube,Tolong dipikirkan cimana kami di luar negri bisa nonton nanti filmnya model berbayar gitu.. paling ngak kami ngak harus nunggu 6 bulan untuk muncul di Netflix. Terimakasih Komandan Ketua's,tolong dipikirkan cimana kami di luar negri bisa nonton nanti filmnya model berbayar gitu paling ngak kami ngak harus nunggu  bulan untuk muncul di netflix terimakasih komandan ketuas,tolong dipikirkan cimana negri nonton filmnya model berbayar gitu ngak ngak nunggu muncul netflix terimakasih komandan ketuas,tolong pikir cimana negri nonton film model bayar gitu ngak ngak nunggu muncul netflix terimakasih komandan tuas
YouTube,'angin yakan?' ketua Oki Rengga Winata gini doang ngakak saya. allah!!,angin yakan ketua oki rengga winata gini doang ngakak saya allah,angin yakan ketua oki rengga winata gini doang ngakak allah,angin yakan ketua oki rengga winata gin doang ngakak allah
YouTube,"1jt penonton lebih. Yok lah yok, pastiiiiii......",jt penonton lebih yok lah yok pastiiiiii,jt penonton yok yok pastiiiiii,jt tonton yok yok pastiiiiii
YouTube,Paling gak suka film horor tapi x ini agak Laen memang harus nonton ini🎉😊,paling gak suka film horor tapi x ini agak laen memang harus nonton ini,gak suka film horor x laen nonton,gak suka film horor x laen nonton
YouTube,Wajib nonton,wajib nonton,wajib nonton,wajib nonton
YouTube,Angin apa yg bisa buka kursi lipat? Angin Duduk ya kan. jokes cerdas😂,angin apa yg bisa buka kursi lipat angin duduk ya kan jokes cerdas,angin yg buka kursi lipat angin duduk ya jokes cerdas,angin yg buka kursi lipat angin duduk ya jokes cerdas
