platform,komentar,clean,stopword,stemming,sentimen
YouTube,Setan ne Batak 🤣🤣🤣🤣🤣,setan ne batak ,setan ne batak,setan ne batak,netral
YouTube,Waaa bagus bgt masalah yg diangket wkwkwkwkwkwk gak sabar mo nonton 10 kali biar 10 jt penonton wkwkwk,waaa bagus bgt masalah yg diangket wkwkwkwkwkwk gak sabar mo nonton  kali biar  jt penonton wkwkwk,waaa bagus bgt yg diangket wkwkwkwkwkwk gak sabar mo nonton kali biar jt penonton wkwkwk,waaa bagus bgt yg angket wkwkwkwkwkwk gak sabar mo nonton kali biar jt tonton wkwkwk,positif
YouTube,"Full komika gk mungkin gk lucu lah wkwkwk produser, sutradara komika semua wk",full komika gk mungkin gk lucu lah wkwkwk produser sutradara komika semua wk,full komika gk gk lucu wkwkwk produser sutradara komika wk,full komika gk gk lucu wkwkwk produser sutradara komika wk,positif
YouTube,wow menarik nih temanya,wow menarik nih temanya,wow menarik nih temanya,wow tarik nih tema,netral
YouTube,Gak sabar kali pengen nonton ini. Kapan lagi ya kan liat hantu main film,gak sabar kali pengen nonton ini kapan lagi ya kan liat hantu main film,gak sabar kali pengen nonton ya liat hantu main film,gak sabar kali ken nonton ya liat hantu main film,netral
YouTube,Aaaaa ga sabar nontonnya!! Pasti lucu bgt😂,aaaaa ga sabar nontonnya pasti lucu bgt,aaaaa ga sabar nontonnya lucu bgt,aaaaa ga sabar nontonnya lucu bgt,positif
YouTube,"Wih Mak, jadi nggak sabar awak mau nonton nya. Baru lihat cuplikan tayang nya aja dah ngakak awak.",wih mak jadi nggak sabar awak mau nonton nya baru lihat cuplikan tayang nya aja dah ngakak awak,wih mak nggak sabar awak nonton nya lihat cuplikan tayang nya aja dah ngakak awak,wih mak nggak sabar awak nonton nya lihat cuplik tayang nya aja dah ngakak awak,netral
YouTube,Menunggu abah pican 😊,menunggu abah pican ,menunggu abah pican,tunggu abah pican,netral
YouTube,Anjay ngomongin nih film sama bang Ernest baru 4. Bulan yang lalu,anjay ngomongin nih film sama bang ernest baru  bulan yang lalu,anjay ngomongin nih film bang ernest,anjay ngomongin nih film bang ernest,netral
YouTube,Semoga tayang di bioskop Taiwan,semoga tayang di bioskop taiwan,semoga tayang bioskop taiwan,moga tayang bioskop taiwan,netral
YouTube,Gk sabar loh pengen nntn🎉,gk sabar loh pengen nntn,gk sabar loh pengen nntn,gk sabar loh ken nntn,netral
YouTube,Ada nopek all inn,ada nopek all inn,nopek all inn,nopek all inn,netral
YouTube,Fix film pecah rekor komedi tahun 2024 si ni,fix film pecah rekor komedi tahun  si ni,fix film pecah rekor komedi si ni,fix film pecah rekor komedi si ni,netral
YouTube,Seru banget 😂😂😂😂😂😂,seru banget ,seru banget,seru banget,positif
YouTube,Kren wak,kren wak,kren wak,kren wak,netral
YouTube,"harusnya dari trailer, ini bakalan jadi top film komedi indonesia tahun depan!!!!! Klo ga tayang di thailand, malaysia, singapore, dll SAYANG BANGETTT!!!",harusnya dari trailer ini bakalan jadi top film komedi indonesia tahun depan klo ga tayang di thailand malaysia singapore dll sayang bangettt,trailer top film komedi indonesia klo ga tayang thailand malaysia singapore dll sayang bangettt,trailer top film komedi indonesia klo ga tayang thailand malaysia singapore dll sayang bangettt,netral
YouTube,"Gak Mungkin Gak Lucu Ini,,Di Tunggu Movie Nya Agak Laen..
Sehat Selalu Untuk Semua Yg Terlibat Dalam Pembuatan Film Nya..🎉🎉🎉🎉🎉🎉🎉","gak mungkin gak lucu inidi tunggu movie nya agak laen
sehat selalu untuk semua yg terlibat dalam pembuatan film nya",gak gak lucu inidi tunggu movie nya laen sehat yg terlibat pembuatan film nya,gak gak lucu inidi tunggu movie nya laen sehat yg libat buat film nya,positif
YouTube,Tolong lah abang2 ku @agaklaenofficial undang bang Mongol stress kenapa. Uda mau  Natalan Lho kita nih,tolong lah abang ku agaklaenofficial undang bang mongol stress kenapa uda mau  natalan lho kita nih,tolong abang ku agaklaenofficial undang bang mongol stress uda natalan lho nih,tolong abang ku agaklaenofficial undang bang mongol stress uda natal lho nih,netral
YouTube,Tolong lah abang2 ku @agaklaenofficial undang bang Mongol stress kenapa. Uda mau  Natalan Lho kita nih,tolong lah abang ku agaklaenofficial undang bang mongol stress kenapa uda mau  natalan lho kita nih,tolong abang ku agaklaenofficial undang bang mongol stress uda natalan lho nih,tolong abang ku agaklaenofficial undang bang mongol stress uda natal lho nih,netral
YouTube,Tolong lah abang2 ku @agaklaenofficial undang bang Mongol stress kenapa. Uda mau  Natalan Lho kita nih,tolong lah abang ku agaklaenofficial undang bang mongol stress kenapa uda mau  natalan lho kita nih,tolong abang ku agaklaenofficial undang bang mongol stress uda natalan lho nih,tolong abang ku agaklaenofficial undang bang mongol stress uda natal lho nih,netral
YouTube,Tolong lah abang2 ku @agaklaenofficial undang bang Mongol stress kenapa. Uda mau  Natalan Lho kita nih,tolong lah abang ku agaklaenofficial undang bang mongol stress kenapa uda mau  natalan lho kita nih,tolong abang ku agaklaenofficial undang bang mongol stress uda natalan lho nih,tolong abang ku agaklaenofficial undang bang mongol stress uda natal lho nih,netral
YouTube,Tolong lah abang2 ku @agaklaenofficial undang bang Mongol stress kenapa. Uda mau  Natalan Lho kita nih,tolong lah abang ku agaklaenofficial undang bang mongol stress kenapa uda mau  natalan lho kita nih,tolong abang ku agaklaenofficial undang bang mongol stress uda natalan lho nih,tolong abang ku agaklaenofficial undang bang mongol stress uda natal lho nih,netral
YouTube,Seru bgt ini... 😁,seru bgt ini ,seru bgt,seru bgt,positif
YouTube,Agak laen ni film wkwkw😂😂,agak laen ni film wkwkw,laen ni film wkwkw,laen ni film wkwkw,netral
YouTube,"Bang pras disini kumel banget yampun, ku ulang ulang terus, ini bang pras bukan sih kok jelek banget, pas liat tato angka sepuluh nya baru sadar kalo ini emang bang pras😂😂😂",bang pras disini kumel banget yampun ku ulang ulang terus ini bang pras bukan sih kok jelek banget pas liat tato angka sepuluh nya baru sadar kalo ini emang bang pras,bang pras kumel banget yampun ku ulang ulang bang pras sih jelek banget pas liat tato angka sepuluh nya sadar kalo emang bang pras,bang pras mel banget yampun ku ulang ulang bang pras sih jelek banget pas liat tato angka puluh nya sadar kalo emang bang pras,negatif
YouTube,Bang Boris tadi kukira aming hahahahaha,bang boris tadi kukira aming hahahahaha,bang boris kukira aming hahahahaha,bang bor kira aming hahahahaha,netral
YouTube,Tissa ngapain disini lucu banget😂😂,tissa ngapain disini lucu banget,tissa ngapain lucu banget,tissa ngapain lucu banget,positif
YouTube,LUCU BANGETTTT AAAA,lucu bangetttt aaaa,lucu bangetttt aaaa,lucu bangetttt aaaa,positif
YouTube,"rumah orang miskin!, temponya langsung naik dan terus nonton trailernya hahhaa",rumah orang miskin temponya langsung naik dan terus nonton trailernya hahhaa,rumah orang miskin temponya langsung nonton trailernya hahhaa,rumah orang miskin tempo langsung nonton trailer hahhaa,netral
YouTube,Joke nya yg paham orang indo bro. Ga paham orang luar joke batak 😂,joke nya yg paham orang indo bro ga paham orang luar joke batak ,joke nya yg paham orang indo bro ga paham orang joke batak,joke nya yg paham orang indo bro ga paham orang joke batak,netral
YouTube," @Agno247  jokes batak ga kentel ah , secara komedi masih relate kok ini actoutnya🤣", agno  jokes batak ga kentel ah  secara komedi masih relate kok ini actoutnya,agno jokes batak ga kentel ah komedi relate actoutnya,agno jokes batak ga kentel ah komedi relate actoutnya,netral
YouTube,​ @Agno247 orang malaysia selalu paham jokes indonesia sih bang. Mereka biasa nonton film kita, agno orang malaysia selalu paham jokes indonesia sih bang mereka biasa nonton film kita,agno orang malaysia paham jokes indonesia sih bang nonton film,agno orang malaysia paham jokes indonesia sih bang nonton film,netral
YouTube,Faham boss...bataknya tidak susah mau faham...lagi pun ada translate..​ @Agno247 ,faham bossbataknya tidak susah mau fahamlagi pun ada translate agno ,faham bossbataknya susah fahamlagi translate agno,faham bossbataknya susah fahamlagi translate agno,netral
YouTube,Sedang ditayang di Malaysia.,sedang ditayang di malaysia,ditayang malaysia,tayang malaysia,netral
YouTube,Joke nya ketebak jadi biasa aja,joke nya ketebak jadi biasa aja,joke nya ketebak aja,joke nya tebak aja,netral
YouTube,​​ @davehafid3979 Jokes film indonesia semuanya dibawah film ini, davehafid jokes film indonesia semuanya dibawah film ini,davehafid jokes film indonesia dibawah film,davehafid jokes film indonesia bawah film,netral
YouTube," @davehafid3979  kan film komedi, bukan acara komedi, nonton film beli moment nya juga wkwkw, nonton ama pasangan seru sih kemaren wkwkw", davehafid  kan film komedi bukan acara komedi nonton film beli moment nya juga wkwkw nonton ama pasangan seru sih kemaren wkwkw,davehafid film komedi acara komedi nonton film beli moment nya wkwkw nonton ama pasangan seru sih kemaren wkwkw,davehafid film komedi acara komedi nonton film beli moment nya wkwkw nonton ama pasang seru sih kemaren wkwkw,positif
YouTube, @davehafid3979  biasa aja hampir 10jt 3 bulan baru turun layar, davehafid  biasa aja hampir jt  bulan baru turun layar,davehafid aja jt turun layar,davehafid aja jt turun layar,netral
YouTube,Di Singapore Udah ada Cuman di 3 bioskop doang,di singapore udah ada cuman di  bioskop doang,singapore udah cuman bioskop doang,singapore udah cuman bioskop doang,netral
YouTube,Udah tayang di luar negeri kok,udah tayang di luar negeri kok,udah tayang negeri,udah tayang negeri,netral
YouTube,Pencarian goggle : Bombabola,pencarian goggle  bombabola,pencarian goggle bombabola,cari goggle bombabola,netral
YouTube,Buset buzzer,buset buzzer,buset buzzer,buset buzzer,netral
YouTube,ga sabarrr nnton cuy !!!,ga sabarrr nnton cuy ,ga sabarrr nnton cuy,ga sabarrr nnton cuy,netral
YouTube,"keren kali looooo
masih keingetnya episode sama ko ernest kirain boongan aja ternyata bener dijadikan film ini ,
yoook ramaikaaaan yooook","keren kali looooo
masih keingetnya episode sama ko ernest kirain boongan aja ternyata bener dijadikan film ini 
yoook ramaikaaaan yooook",keren kali looooo keingetnya episode ko ernest kirain boongan aja bener dijadikan film yoook ramaikaaaan yooook,keren kali looooo keingetnya episode ko ernest kirain boongan aja bener jadi film yoook ramaikaaaan yooook,positif
YouTube,"Agak laen satu Grup lawak yang solid dan diakui Pakde Indro. Agak laen punya keunikan dan diferensiasi jelas yang dapat bikin grup ini solid dan eksis. Sebagai Individu punya kesibukan, aktifitas dan karirnya masing-masing namun ketika bergabung dalam grup saling melengkapi dan tidak ada yang menonjol semuanya punya karakternya masing-masing. 

1,5-2 Juta Penonton tembus ini 2024","agak laen satu grup lawak yang solid dan diakui pakde indro agak laen punya keunikan dan diferensiasi jelas yang dapat bikin grup ini solid dan eksis sebagai individu punya kesibukan aktifitas dan karirnya masingmasing namun ketika bergabung dalam grup saling melengkapi dan tidak ada yang menonjol semuanya punya karakternya masingmasing 

 juta penonton tembus ini ",laen grup lawak solid diakui pakde indro laen keunikan diferensiasi bikin grup solid eksis individu kesibukan aktifitas karirnya masingmasing bergabung grup melengkapi menonjol karakternya masingmasing juta penonton tembus,laen grup lawak solid aku pakde indro laen uni diferensiasi bikin grup solid eks individu sibuk aktifitas karirnya masingmasing gabung grup lengkap tonjol karakter masingmasing juta tonton tembus,netral
YouTube,"Imajinari pertama buat drama•comedy trus diikuti romance•comedy sekarang lanjut lagi jadi horror•comedy, ga sabar selanjutnya!",imajinari pertama buat dramacomedy trus diikuti romancecomedy sekarang lanjut lagi jadi horrorcomedy ga sabar selanjutnya,imajinari dramacomedy trus diikuti romancecomedy horrorcomedy ga sabar,imajinari dramacomedy trus ikut romancecomedy horrorcomedy ga sabar,netral
YouTube,paten kali abang abang ini,paten kali abang abang ini,paten kali abang abang,paten kali abang abang,netral
YouTube,"iya.. angin duduk... 🤣🤣
gak sabar nonton..","iya angin duduk 
gak sabar nonton",iya angin duduk gak sabar nonton,iya angin duduk gak sabar nonton,netral
YouTube,tanggal berapa ini di puter?,tanggal berapa ini di puter,tanggal puter,tanggal puter,netral
YouTube,Berangkaaattt…,berangkaaattt,berangkaaattt,berangkaaattt,netral
YouTube,"konsep rumah hantunya, ngingetin pee mak 😂😂😂",konsep rumah hantunya ngingetin pee mak ,konsep rumah hantunya ngingetin pee mak,konsep rumah hantu ngingetin pee mak,netral
YouTube,ketua ketua awak mantap kali memang,ketua ketua awak mantap kali memang,ketua ketua awak mantap kali,ketua ketua awak mantap kali,positif
YouTube,1jt penonton pasti sih 🎉🎉🎉,jt penonton pasti sih ,jt penonton sih,jt tonton sih,netral
YouTube,Pingin nonton,pingin nonton,pingin nonton,pingin nonton,netral
YouTube,"NONTON TRAILERNYA AJA GW NGAKAK 
WAJIB, HARUS, FARDHU AIN BUAT DITONTON 😂","nonton trailernya aja gw ngakak 
wajib harus fardhu ain buat ditonton ",nonton trailernya aja gw ngakak wajib fardhu ain ditonton,nonton trailer aja gw ngakak wajib fardhu ain tonton,netral
YouTube,"Klo ini sukses, yakin banget aku group seperti GJLS juga bakal masuk radar koh ernest (Imajinari) buat jadi film juga.",klo ini sukses yakin banget aku group seperti gjls juga bakal masuk radar koh ernest imajinari buat jadi film juga,klo sukses banget group gjls masuk radar koh ernest imajinari film,klo sukses banget group gjls masuk radar koh ernest imajinari film,netral
YouTube,"Berharap bisa jadi judul yg lain juga seperti warkop, terus jadi banyak filmnya.",berharap bisa jadi judul yg lain juga seperti warkop terus jadi banyak filmnya,berharap judul yg warkop filmnya,harap judul yg warkop film,netral
YouTube,GA SABARRRRRRRR 😍😭,ga sabarrrrrrrr ,ga sabarrrrrrrr,ga sabarrrrrrrr,netral
YouTube,Pass mau masuk bioskopnya harus tebak2an kuis dulu gk ya 😂,pass mau masuk bioskopnya harus tebakan kuis dulu gk ya ,pass masuk bioskopnya tebakan kuis gk ya,pass masuk bioskop tebak kuis gk ya,netral
YouTube,Pasukan tanpa marga siap menyerbuuuuuuu tiket,pasukan tanpa marga siap menyerbuuuuuuu tiket,pasukan marga menyerbuuuuuuu tiket,pasu marga menyerbuuuuuuu tiket,netral
YouTube,Meriah kale 🤣🤣,meriah kale ,meriah kale,riah kale,netral
YouTube,Wahaha sepertinya bagus film ini,wahaha sepertinya bagus film ini,wahaha bagus film,wahaha bagus film,positif
YouTube,"Minus babe sama lolox bah, 😅😅",minus babe sama lolox bah ,minus babe lolox bah,minus babe lolox bah,netral
YouTube,Di tunggu🔥,di tunggu,tunggu,tunggu,netral
YouTube,Spill pengalaman nonton sendiri di bioskop donk😭mau nonton tapi gada temen,spill pengalaman nonton sendiri di bioskop donkmau nonton tapi gada temen,spill pengalaman nonton bioskop donkmau nonton gada temen,spill alam nonton bioskop donkmau nonton gada temen,netral
YouTube,lucu bangett fakkk,lucu bangett fakkk,lucu bangett fakkk,lucu bangett fakkk,positif
YouTube,GASABAR!!!!,gasabar,gasabar,gasabar,netral
YouTube,"Fix lah, 1 juta Pasukan Bermarga siap membanjiri bioskop2...!!! 💪💪💪",fix lah  juta pasukan bermarga siap membanjiri bioskop ,fix juta pasukan bermarga membanjiri bioskop,fix juta pasu marga banjir bioskop,netral
YouTube,WHUAAAH PENGEEEN BANGET NONTOON,whuaaah pengeeen banget nontoon,whuaaah pengeeen banget nontoon,whuaaah pengeeen banget nontoon,netral
YouTube,EMANG BOLEH SE KOMIKA INI ISINYAAAAAAAAAA❤️🧡💛💚💙💜🤎🖤🤍♥️,emang boleh se komika ini isinyaaaaaaaaaa,emang komika isinyaaaaaaaaaa,emang komika isinyaaaaaaaaaa,netral
YouTube,Harus nonton ga boleh engga!,harus nonton ga boleh engga,nonton ga engga,nonton ga engga,netral
YouTube,😢😢😢 gak bs nonton lgsg, gak bs nonton lgsg,gak bs nonton lgsg,gak bs nonton lgsg,netral
YouTube,“cook setane batak coook” 😭😭😭😭,cook setane batak coook ,cook setane batak coook,cook setane batak coook,netral
YouTube,"trailer nya aja udah ngakak, apalagi ntar full movie nyaaa wkwk",trailer nya aja udah ngakak apalagi ntar full movie nyaaa wkwk,trailer nya aja udah ngakak ntar full movie nyaaa wkwk,trailer nya aja udah ngakak ntar full movie nyaaa wkwk,netral
YouTube,you had me at 'bukan salah bantal ini' aduh ngakak!,you had me at bukan salah bantal ini aduh ngakak,you had me at salah bantal aduh ngakak,you had me at salah bantal aduh ngakak,netral
YouTube,Angin duduk 😂😂😂😂😂,angin duduk ,angin duduk,angin duduk,netral
YouTube,"benar udah si jegel, sejuta tembus ini.. mantapppp!!!",benar udah si jegel sejuta tembus ini mantapppp,udah si jegel sejuta tembus mantapppp,udah si jegel juta tembus mantapppp,positif
YouTube,Haaaa gak sabar pen nonton,haaaa gak sabar pen nonton,haaaa gak sabar pen nonton,haaaa gak sabar pen nonton,netral
YouTube,BESOK AJA TAYANGNYA BISA GASII??? GA SABAR MAU NONTON!!!!,besok aja tayangnya bisa gasii ga sabar mau nonton,besok aja tayangnya gasii ga sabar nonton,besok aja tayang gasii ga sabar nonton,netral
YouTube,"Trimakasih imajinari, acho & agak laen uda ditayangin pas tgl ultah aku, gak sabarnya  mo ktawa2 aku di bioskop, Insya Alloh tembus 2 juta",trimakasih imajinari acho  agak laen uda ditayangin pas tgl ultah aku gak sabarnya  mo ktawa aku di bioskop insya alloh tembus  juta,trimakasih imajinari acho laen uda ditayangin pas tgl ultah gak sabarnya mo ktawa bioskop insya alloh tembus juta,trimakasih imajinari acho laen uda ditayangin pas tgl ultah gak sabar mo ktawa bioskop insya alloh tembus juta,netral
YouTube,Tayang di malaysia plisss 🙏🙏,tayang di malaysia plisss ,tayang malaysia plisss,tayang malaysia plisss,netral
